13001
15.00000	64.97214
14.99855	64.97103
14.99710	64.96993
14.99565	64.96882
14.99420	64.96772
14.99275	64.96662
14.99131	64.96552
14.98986	64.96441
14.98841	64.96331
14.98696	64.96221
14.98551	64.96111
14.98406	64.96001
14.98262	64.95891
14.98117	64.95781
14.97972	64.95671
14.97827	64.95561
14.97683	64.95451
14.97538	64.95341
14.97393	64.95231
14.97248	64.95121
14.97104	64.95011
14.96959	64.94901
14.96814	64.94792
14.96670	64.94682
14.96525	64.94572
14.96380	64.94462
14.96236	64.94352
14.96091	64.94243
14.95946	64.94133
14.95802	64.94023
14.95657	64.93913
14.95512	64.93804
14.95368	64.93694
14.95223	64.93584
14.95079	64.93475
14.94934	64.93365
14.94789	64.93255
14.94645	64.93146
14.94500	64.93036
14.94356	64.92926
14.94211	64.92817
14.94067	64.92707
14.93922	64.92598
14.93778	64.92488
14.93633	64.92379
14.93489	64.92269
14.93344	64.92160
14.93200	64.92050
14.93055	64.91941
14.92911	64.91831
14.92766	64.91722
14.92622	64.91612
14.92477	64.91503
14.92333	64.91393
14.92188	64.91284
14.92044	64.91175
14.91900	64.91065
14.91755	64.90956
14.91611	64.90846
14.91466	64.90737
14.91322	64.90628
14.91178	64.90518
14.91033	64.90409
14.90889	64.90300
14.90744	64.90190
14.90600	64.90081
14.90456	64.89972
14.90311	64.89862
14.90167	64.89753
14.90023	64.89644
14.89878	64.89535
14.89734	64.89425
14.89590	64.89316
14.89446	64.89207
14.89301	64.89098
14.89157	64.88989
14.89013	64.88879
14.88868	64.88770
14.88724	64.88661
14.88580	64.88552
14.88436	64.88443
14.88291	64.88334
14.88147	64.88224
14.88003	64.88115
14.87859	64.88006
14.87715	64.87897
14.87570	64.87788
14.87426	64.87679
14.87282	64.87570
14.87138	64.87461
14.86994	64.87352
14.86849	64.87242
14.86705	64.87133
14.86561	64.87024
14.86417	64.86915
14.86273	64.86806
14.86129	64.86697
14.85985	64.86588
14.85840	64.86479
14.85696	64.86370
14.85552	64.86261
14.85408	64.86152
14.85264	64.86043
14.85120	64.85934
14.84976	64.85825
14.84832	64.85717
14.84688	64.85608
14.84544	64.85499
14.84400	64.85390
14.84255	64.85281
14.84111	64.85172
14.83967	64.85063
14.83823	64.84954
14.83679	64.84845
14.83535	64.84736
14.83391	64.84628
14.83247	64.84519
14.83103	64.84410
14.82959	64.84301
14.82815	64.84192
14.82671	64.84083
14.82527	64.83975
14.82384	64.83866
14.82240	64.83757
14.82096	64.83648
14.81952	64.83539
14.81808	64.83431
14.81664	64.83322
14.81520	64.83213
14.81376	64.83104
14.81232	64.82996
14.81088	64.82887
14.80944	64.82778
14.80800	64.82669
14.80657	64.82561
14.80513	64.82452
14.80369	64.82343
14.80225	64.82235
14.80081	64.82126
14.79937	64.82017
14.79793	64.81909
14.79650	64.81800
14.79506	64.81691
14.79362	64.81583
14.79218	64.81474
14.79074	64.81365
14.78931	64.81257
14.78787	64.81148
14.78643	64.81040
14.78499	64.80931
14.78355	64.80822
14.78212	64.80714
14.78068	64.80605
14.77924	64.80497
14.77780	64.80388
14.77637	64.80279
14.77493	64.80171
14.77349	64.80062
14.77205	64.79954
14.77062	64.79845
14.76918	64.79737
14.76774	64.79628
14.76631	64.79520
14.76487	64.79411
14.76343	64.79303
14.76200	64.79194
14.76056	64.79086
14.75912	64.78977
14.75769	64.78869
14.75625	64.78760
14.75481	64.78652
14.75338	64.78543
14.75194	64.78435
14.75050	64.78327
14.74907	64.78218
14.74763	64.78110
14.74620	64.78001
14.74476	64.77893
14.74332	64.77785
14.74189	64.77676
14.74045	64.77568
14.73902	64.77459
14.73758	64.77351
14.73615	64.77243
14.73471	64.77134
14.73328	64.77026
14.73184	64.76918
14.73040	64.76809
14.72897	64.76701
14.72753	64.76593
14.72610	64.76484
14.72466	64.76376
14.72323	64.76268
14.72179	64.76159
14.72036	64.76051
14.71892	64.75943
14.71749	64.75835
14.71605	64.75726
14.71462	64.75618
14.71319	64.75510
14.71175	64.75402
14.71032	64.75293
14.70888	64.75185
14.70745	64.75077
14.70601	64.74969
14.70458	64.74860
14.70315	64.74752
14.70171	64.74644
14.70028	64.74536
14.69884	64.74428
14.69741	64.74319
14.69598	64.74211
14.69454	64.74103
14.69311	64.73995
14.69168	64.73887
14.69024	64.73779
14.68881	64.73670
14.68738	64.73562
14.68594	64.73454
14.68451	64.73346
14.68308	64.73238
14.68164	64.73130
14.68021	64.73022
14.67878	64.72914
14.67734	64.72806
14.67591	64.72697
14.67448	64.72589
14.67305	64.72481
14.67161	64.72373
14.67018	64.72265
14.66875	64.72157
14.66731	64.72049
14.66588	64.71941
14.66445	64.71833
14.66302	64.71725
14.66159	64.71617
14.66015	64.71509
14.65872	64.71401
14.65729	64.71293
14.65586	64.71185
14.65443	64.71077
14.65299	64.70969
14.65156	64.70861
14.65013	64.70753
14.64870	64.70645
14.64727	64.70537
14.64584	64.70429
14.64440	64.70321
14.64297	64.70213
14.64154	64.70105
14.64011	64.69997
14.63868	64.69890
14.63725	64.69782
14.63582	64.69674
