13001
150	59.67598
149.7168	59.40396
149.63557	59.32605
149.57742	59.27029
149.53041	59.22524
149.4902	59.18671
149.45465	59.15267
149.42255	59.12192
149.39311	59.09373
149.3658	59.06759
149.34024	59.04313
149.31616	59.02009
149.29333	58.99825
149.2716	58.97747
149.25082	58.95759
149.23089	58.93853
149.21171	58.9202
149.19321	58.90251
149.17532	58.88542
149.158	58.86885
149.14118	58.85278
149.12483	58.83716
149.10892	58.82196
149.09341	58.80714
149.07827	58.79268
149.06347	58.77855
149.04901	58.76473
149.03484	58.75121
149.02096	58.73795
149.00736	58.72496
148.994	58.71221
148.98089	58.69969
148.968	58.68739
148.95533	58.6753
148.94286	58.6634
148.93059	58.6517
148.91851	58.64017
148.9066	58.62881
148.89487	58.61761
148.88329	58.60657
148.87187	58.59567
148.8606	58.58493
148.84948	58.57431
148.83849	58.56383
148.82763	58.55348
148.8169	58.54325
148.80629	58.53314
148.7958	58.52314
148.78543	58.51324
148.77516	58.50346
148.765	58.49378
148.75495	58.48419
148.74499	58.4747
148.73513	58.4653
148.72536	58.456
148.71569	58.44678
148.7061	58.43764
148.69659	58.42858
148.68717	58.41961
148.67783	58.41071
148.66856	58.40188
148.65938	58.39313
148.65026	58.38445
148.64122	58.37584
148.63225	58.36729
148.62334	58.35881
148.6145	58.35039
148.60573	58.34204
148.59701	58.33374
148.58836	58.32551
148.57977	58.31733
148.57124	58.3092
148.56276	58.30113
148.55434	58.29312
148.54598	58.28516
148.53766	58.27724
148.5294	58.26938
148.52119	58.26157
148.51303	58.2538
148.50492	58.24608
148.49685	58.23841
148.48883	58.23078
148.48086	58.22319
148.47293	58.21565
148.46505	58.20815
148.4572	58.20069
148.4494	58.19327
148.44164	58.18589
148.43392	58.17854
148.42624	58.17124
148.4186	58.16397
148.411	58.15674
148.40343	58.14955
148.3959	58.14239
148.38841	58.13526
148.38095	58.12817
148.37352	58.12111
148.36613	58.11408
148.35878	58.10709
148.35145	58.10012
148.34416	58.09319
148.3369	58.08629
148.32967	58.07942
148.32247	58.07257
148.3153	58.06576
148.30816	58.05897
148.30105	58.05222
148.29396	58.04549
148.28691	58.03878
148.27988	58.0321
148.27288	58.02545
148.26591	58.01883
148.25896	58.01223
148.25204	58.00565
148.24514	57.9991
148.23827	57.99257
148.23142	57.98607
148.2246	57.97959
148.2178	57.97313
148.21103	57.96669
148.20428	57.96028
148.19755	57.95389
148.19084	57.94752
148.18416	57.94117
148.17749	57.93485
148.17085	57.92854
148.16423	57.92225
148.15763	57.91599
148.15105	57.90974
148.1445	57.90352
148.13796	57.89731
148.13144	57.89112
148.12494	57.88495
148.11846	57.8788
148.112	57.87267
148.10556	57.86655
148.09913	57.86045
148.09273	57.85437
148.08634	57.84831
148.07997	57.84227
148.07362	57.83624
148.06728	57.83023
148.06096	57.82423
148.05466	57.81825
148.04837	57.81229
148.0421	57.80634
